year,level_1,level_2,value
2012,Total Age Specific Death Rate,25 - 29 Years,0.3
2012,Total Age Specific Death Rate,30 - 34 Years,0.4
2012,Total Age Specific Death Rate,35 - 39 Years,0.6
2012,Total Age Specific Death Rate,40 - 44 Years,0.9
2012,Total Age Specific Death Rate,45 - 49 Years,1.6
2012,Total Age Specific Death Rate,50 - 54 Years,2.5
2012,Total Age Specific Death Rate,55 - 59 Years,4.6
2012,Total Age Specific Death Rate,60 - 64 Years,7.3
2012,Total Age Specific Death Rate,65 - 69 Years,11.9
2012,Total Age Specific Death Rate,70 - 74 Years,20
2012,Total Age Specific Death Rate,75 Years & Over,59.2
2012,Total Age Specific Death Rate,70 Years & Over,42.8
2012,Total Age Specific Death Rate,75 - 79 Years,33.3
2012,Total Age Specific Death Rate,80 - 84 Years,55.7
2012,Total Age Specific Death Rate,85 Years & Over,116.2
2013,Male Age Specific Death Rate,Under 1 Year,1.8
2013,Male Age Specific Death Rate,1  -  4 Years,0.1
2013,Male Age Specific Death Rate,5  -  9 Years,0.1
2013,Male Age Specific Death Rate,10 - 14 Years,0.1
2013,Male Age Specific Death Rate,15 - 19 Years,0.3
2013,Male Age Specific Death Rate,20 - 24 Years,0.4
2013,Male Age Specific Death Rate,25 - 29 Years,0.3
2013,Male Age Specific Death Rate,30 - 34 Years,0.6
2013,Male Age Specific Death Rate,35 - 39 Years,0.6
2013,Male Age Specific Death Rate,40 - 44 Years,1.2
2013,Male Age Specific Death Rate,45 - 49 Years,2
2013,Male Age Specific Death Rate,50 - 54 Years,3.4
2013,Male Age Specific Death Rate,55 - 59 Years,5.7
2013,Male Age Specific Death Rate,60 - 64 Years,8.8
2013,Male Age Specific Death Rate,65 - 69 Years,14.5
2013,Male Age Specific Death Rate,70 - 74 Years,26
2013,Male Age Specific Death Rate,75 Years & Over,67.7
2013,Male Age Specific Death Rate,70 Years & Over,49.3
2013,Male Age Specific Death Rate,75 - 79 Years,43.3
2013,Male Age Specific Death Rate,80 - 84 Years,68.2
2013,Male Age Specific Death Rate,85 Years & Over,131
2013,Female Age Specific Death Rate,Under 1 Year,2.1
2013,Female Age Specific Death Rate,1  -  4 Years,0.2
2013,Female Age Specific Death Rate,5  -  9 Years,-
2013,Female Age Specific Death Rate,10 - 14 Years,0.1
2013,Female Age Specific Death Rate,15 - 19 Years,0.2
2013,Female Age Specific Death Rate,20 - 24 Years,0.2
2013,Female Age Specific Death Rate,25 - 29 Years,0.2
2013,Female Age Specific Death Rate,30 - 34 Years,0.3
2013,Female Age Specific Death Rate,35 - 39 Years,0.4
2013,Female Age Specific Death Rate,40 - 44 Years,0.7
2013,Female Age Specific Death Rate,45 - 49 Years,1.1
2013,Female Age Specific Death Rate,50 - 54 Years,2
2013,Female Age Specific Death Rate,55 - 59 Years,3
2013,Female Age Specific Death Rate,60 - 64 Years,5.1
2013,Female Age Specific Death Rate,65 - 69 Years,7.8
2013,Female Age Specific Death Rate,70 - 74 Years,14.2
2013,Female Age Specific Death Rate,75 Years & Over,54.5
2013,Female Age Specific Death Rate,70 Years & Over,39
2013,Female Age Specific Death Rate,75 - 79 Years,26.3
2013,Female Age Specific Death Rate,80 - 84 Years,47.2
2013,Female Age Specific Death Rate,85 Years & Over,109.1
2013,Total Age Specific Death Rate,Under 1 Year,2
2013,Total Age Specific Death Rate,1  -  4 Years,0.2
2013,Total Age Specific Death Rate,5  -  9 Years,0.1
2013,Total Age Specific Death Rate,10 - 14 Years,0.1
2013,Total Age Specific Death Rate,15 - 19 Years,0.2
2013,Total Age Specific Death Rate,20 - 24 Years,0.3
2013,Total Age Specific Death Rate,25 - 29 Years,0.3
2013,Total Age Specific Death Rate,30 - 34 Years,0.4
2013,Total Age Specific Death Rate,35 - 39 Years,0.5
2013,Total Age Specific Death Rate,40 - 44 Years,0.9
2013,Total Age Specific Death Rate,45 - 49 Years,1.5
2013,Total Age Specific Death Rate,50 - 54 Years,2.7
2013,Total Age Specific Death Rate,55 - 59 Years,4.3
2013,Total Age Specific Death Rate,60 - 64 Years,7
2013,Total Age Specific Death Rate,65 - 69 Years,11
2013,Total Age Specific Death Rate,70 - 74 Years,19.6
2013,Total Age Specific Death Rate,75 Years & Over,59.9
2013,Total Age Specific Death Rate,70 Years & Over,43.4
2013,Total Age Specific Death Rate,75 - 79 Years,33.8
2013,Total Age Specific Death Rate,80 - 84 Years,55.7
2013,Total Age Specific Death Rate,85 Years & Over,116.4
2014,Male Age Specific Death Rate,Under 1 Year,1.9
2014,Male Age Specific Death Rate,1  -  4 Years,0.1
2014,Male Age Specific Death Rate,5  -  9 Years,-
2014,Male Age Specific Death Rate,10 - 14 Years,-
2014,Male Age Specific Death Rate,15 - 19 Years,0.3
2014,Male Age Specific Death Rate,20 - 24 Years,0.4
2014,Male Age Specific Death Rate,25 - 29 Years,0.3
2014,Male Age Specific Death Rate,30 - 34 Years,0.5
2014,Male Age Specific Death Rate,35 - 39 Years,0.7
2014,Male Age Specific Death Rate,40 - 44 Years,1.3
2014,Male Age Specific Death Rate,45 - 49 Years,1.7
2014,Male Age Specific Death Rate,50 - 54 Years,3
2014,Male Age Specific Death Rate,55 - 59 Years,5.8
2014,Male Age Specific Death Rate,60 - 64 Years,8.4
2014,Male Age Specific Death Rate,65 - 69 Years,13.8
2014,Male Age Specific Death Rate,70 - 74 Years,24.4
2014,Male Age Specific Death Rate,75 Years & Over,66.8
2014,Male Age Specific Death Rate,70 Years & Over,48.7
2014,Male Age Specific Death Rate,75 - 79 Years,41
2014,Male Age Specific Death Rate,80 - 84 Years,70.6
2014,Male Age Specific Death Rate,85 Years & Over,128.5
2014,Female Age Specific Death Rate,Under 1 Year,1.7
2014,Female Age Specific Death Rate,1  -  4 Years,0.1
2014,Female Age Specific Death Rate,5  -  9 Years,-
2014,Female Age Specific Death Rate,10 - 14 Years,0.1
2014,Female Age Specific Death Rate,15 - 19 Years,0.2
2014,Female Age Specific Death Rate,20 - 24 Years,0.1
2014,Female Age Specific Death Rate,25 - 29 Years,0.1
2014,Female Age Specific Death Rate,30 - 34 Years,0.2
2014,Female Age Specific Death Rate,35 - 39 Years,0.3
2014,Female Age Specific Death Rate,40 - 44 Years,0.7
2014,Female Age Specific Death Rate,45 - 49 Years,1.2
2014,Female Age Specific Death Rate,50 - 54 Years,1.9
2014,Female Age Specific Death Rate,55 - 59 Years,3.2
2014,Female Age Specific Death Rate,60 - 64 Years,4.4
2014,Female Age Specific Death Rate,65 - 69 Years,7.5
2014,Female Age Specific Death Rate,70 - 74 Years,13.5
2014,Female Age Specific Death Rate,75 Years & Over,54.2
2014,Female Age Specific Death Rate,70 Years & Over,39.1
2014,Female Age Specific Death Rate,75 - 79 Years,25.9
2014,Female Age Specific Death Rate,80 - 84 Years,46.6
2014,Female Age Specific Death Rate,85 Years & Over,108.8
2014,Total Age Specific Death Rate,Under 1 Year,1.8
2014,Total Age Specific Death Rate,1  -  4 Years,0.1
2014,Total Age Specific Death Rate,5  -  9 Years,-
2014,Total Age Specific Death Rate,10 - 14 Years,-
2014,Total Age Specific Death Rate,15 - 19 Years,0.2
2014,Total Age Specific Death Rate,20 - 24 Years,0.3
2014,Total Age Specific Death Rate,25 - 29 Years,0.2
2014,Total Age Specific Death Rate,30 - 34 Years,0.4
2014,Total Age Specific Death Rate,35 - 39 Years,0.5
2014,Total Age Specific Death Rate,40 - 44 Years,0.9
2014,Total Age Specific Death Rate,45 - 49 Years,1.5
2014,Total Age Specific Death Rate,50 - 54 Years,2.5
2014,Total Age Specific Death Rate,55 - 59 Years,4.5
2014,Total Age Specific Death Rate,60 - 64 Years,6.4
2014,Total Age Specific Death Rate,65 - 69 Years,10.6
2014,Total Age Specific Death Rate,70 - 74 Years,18.5
2014,Total Age Specific Death Rate,75 Years & Over,59.3
2014,Total Age Specific Death Rate,70 Years & Over,43.2
2014,Total Age Specific Death Rate,75 - 79 Years,32.6
2014,Total Age Specific Death Rate,80 - 84 Years,56.3
2014,Total Age Specific Death Rate,85 Years & Over,115.4
2015,Male Age Specific Death Rate,Under 1 Year,2.2
2015,Male Age Specific Death Rate,1  -  4 Years,0.2
2015,Male Age Specific Death Rate,5  -  9 Years,0.1
2015,Male Age Specific Death Rate,10 - 14 Years,0.1
2015,Male Age Specific Death Rate,15 - 19 Years,0.2
2015,Male Age Specific Death Rate,20 - 24 Years,0.3
2015,Male Age Specific Death Rate,25 - 29 Years,0.4
2015,Male Age Specific Death Rate,30 - 34 Years,0.5
2015,Male Age Specific Death Rate,35 - 39 Years,0.7
2015,Male Age Specific Death Rate,40 - 44 Years,1.1
2015,Male Age Specific Death Rate,45 - 49 Years,1.9
2015,Male Age Specific Death Rate,50 - 54 Years,3.1
2015,Male Age Specific Death Rate,55 - 59 Years,5.4
2015,Male Age Specific Death Rate,60 - 64 Years,8.5
2015,Male Age Specific Death Rate,65 - 69 Years,13.9
2015,Male Age Specific Death Rate,70 - 74 Years,23.9
2015,Male Age Specific Death Rate,75 Years & Over,64.2
2015,Male Age Specific Death Rate,70 Years & Over,48
2015,Male Age Specific Death Rate,75 - 79 Years,41
2015,Male Age Specific Death Rate,80 - 84 Years,63.7
2015,Male Age Specific Death Rate,85 Years & Over,124.8
2015,Female Age Specific Death Rate,Under 1 Year,1.2
2015,Female Age Specific Death Rate,1  -  4 Years,0.1
2015,Female Age Specific Death Rate,5  -  9 Years,-
2015,Female Age Specific Death Rate,10 - 14 Years,0.1
2015,Female Age Specific Death Rate,15 - 19 Years,0.2
2015,Female Age Specific Death Rate,20 - 24 Years,0.2
2015,Female Age Specific Death Rate,25 - 29 Years,0.2
2015,Female Age Specific Death Rate,30 - 34 Years,0.3
2015,Female Age Specific Death Rate,35 - 39 Years,0.4
2015,Female Age Specific Death Rate,40 - 44 Years,0.6
2015,Female Age Specific Death Rate,45 - 49 Years,1.1
2015,Female Age Specific Death Rate,50 - 54 Years,1.9
2015,Female Age Specific Death Rate,55 - 59 Years,3.1
2015,Female Age Specific Death Rate,60 - 64 Years,4.5
2015,Female Age Specific Death Rate,65 - 69 Years,7.1
2015,Female Age Specific Death Rate,70 - 74 Years,13.2
2015,Female Age Specific Death Rate,75 Years & Over,52.4
2015,Female Age Specific Death Rate,70 Years & Over,38.9
2015,Female Age Specific Death Rate,75 - 79 Years,24.4
2015,Female Age Specific Death Rate,80 - 84 Years,43.4
2015,Female Age Specific Death Rate,85 Years & Over,108.2
2015,Total Age Specific Death Rate,Under 1 Year,1.7
2015,Total Age Specific Death Rate,1  -  4 Years,0.1
2015,Total Age Specific Death Rate,5  -  9 Years,-
2015,Total Age Specific Death Rate,10 - 14 Years,0.1
2015,Total Age Specific Death Rate,15 - 19 Years,0.2
2015,Total Age Specific Death Rate,20 - 24 Years,0.2
2015,Total Age Specific Death Rate,25 - 29 Years,0.3
2015,Total Age Specific Death Rate,30 - 34 Years,0.4
2015,Total Age Specific Death Rate,35 - 39 Years,0.5
2015,Total Age Specific Death Rate,40 - 44 Years,0.9
2015,Total Age Specific Death Rate,45 - 49 Years,1.5
2015,Total Age Specific Death Rate,50 - 54 Years,2.5
2015,Total Age Specific Death Rate,55 - 59 Years,4.2
2015,Total Age Specific Death Rate,60 - 64 Years,6.5
2015,Total Age Specific Death Rate,65 - 69 Years,10.4
2015,Total Age Specific Death Rate,70 - 74 Years,18.2
2015,Total Age Specific Death Rate,75 Years & Over,57.2
2015,Total Age Specific Death Rate,70 Years & Over,42.8
2015,Total Age Specific Death Rate,75 - 79 Years,31.8
2015,Total Age Specific Death Rate,80 - 84 Years,51.6
2015,Total Age Specific Death Rate,85 Years & Over,113.8
2016,Male Age Specific Death Rate,Under 1 Year,2.3
2016,Male Age Specific Death Rate,1  -  4 Years,0.2
2016,Male Age Specific Death Rate,5  -  9 Years,0.1
2016,Male Age Specific Death Rate,10 - 14 Years,0.2
2016,Male Age Specific Death Rate,15 - 19 Years,0.3
2016,Male Age Specific Death Rate,20 - 24 Years,0.3
2016,Male Age Specific Death Rate,25 - 29 Years,0.4
2016,Male Age Specific Death Rate,30 - 34 Years,0.4
2016,Male Age Specific Death Rate,35 - 39 Years,0.6
2016,Male Age Specific Death Rate,40 - 44 Years,1.1
2016,Male Age Specific Death Rate,45 - 49 Years,1.7
2016,Male Age Specific Death Rate,50 - 54 Years,3.1
2016,Male Age Specific Death Rate,55 - 59 Years,5.3
2016,Male Age Specific Death Rate,60 - 64 Years,8.2
2016,Male Age Specific Death Rate,65 - 69 Years,13.3
2016,Male Age Specific Death Rate,70 - 74 Years,22.5
2016,Male Age Specific Death Rate,75 Years & Over,63.5
2016,Male Age Specific Death Rate,70 Years & Over,47.4
2016,Male Age Specific Death Rate,75 - 79 Years,38.4
2016,Male Age Specific Death Rate,80 - 84 Years,66.6
2016,Male Age Specific Death Rate,85 Years & Over,124.2
2016,Female Age Specific Death Rate,Under 1 Year,2.5
2016,Female Age Specific Death Rate,1  -  4 Years,0.1
2016,Female Age Specific Death Rate,5  -  9 Years,0.1
2016,Female Age Specific Death Rate,10 - 14 Years,0.1
2016,Female Age Specific Death Rate,15 - 19 Years,0.1
2016,Female Age Specific Death Rate,20 - 24 Years,0.2
2016,Female Age Specific Death Rate,25 - 29 Years,0.2
2016,Female Age Specific Death Rate,30 - 34 Years,0.2
2016,Female Age Specific Death Rate,35 - 39 Years,0.3
2016,Female Age Specific Death Rate,40 - 44 Years,0.8
2016,Female Age Specific Death Rate,45 - 49 Years,1.1
2016,Female Age Specific Death Rate,50 - 54 Years,1.8
2016,Female Age Specific Death Rate,55 - 59 Years,3
2016,Female Age Specific Death Rate,60 - 64 Years,4.3
2016,Female Age Specific Death Rate,65 - 69 Years,7
2016,Female Age Specific Death Rate,70 - 74 Years,11.5
2016,Female Age Specific Death Rate,75 Years & Over,49.7
2016,Female Age Specific Death Rate,70 Years & Over,36.9
2016,Female Age Specific Death Rate,75 - 79 Years,23.5
2016,Female Age Specific Death Rate,80 - 84 Years,43.7
2016,Female Age Specific Death Rate,85 Years & Over,100
2016,Total Age Specific Death Rate,Under 1 Year,2.4
2016,Total Age Specific Death Rate,1  -  4 Years,0.1
2016,Total Age Specific Death Rate,5  -  9 Years,0.1
2016,Total Age Specific Death Rate,10 - 14 Years,0.1
2016,Total Age Specific Death Rate,15 - 19 Years,0.2
2016,Total Age Specific Death Rate,20 - 24 Years,0.2
2016,Total Age Specific Death Rate,25 - 29 Years,0.3
2016,Total Age Specific Death Rate,30 - 34 Years,0.3
2016,Total Age Specific Death Rate,35 - 39 Years,0.5
2016,Total Age Specific Death Rate,40 - 44 Years,0.9
2016,Total Age Specific Death Rate,45 - 49 Years,1.4
2016,Total Age Specific Death Rate,50 - 54 Years,2.4
2016,Total Age Specific Death Rate,55 - 59 Years,4.1
2016,Total Age Specific Death Rate,60 - 64 Years,6.2
2016,Total Age Specific Death Rate,65 - 69 Years,10.1
2016,Total Age Specific Death Rate,70 - 74 Years,16.7
2016,Total Age Specific Death Rate,75 Years & Over,55.3
2016,Total Age Specific Death Rate,70 Years & Over,41.5
2016,Total Age Specific Death Rate,75 - 79 Years,30.1
2016,Total Age Specific Death Rate,80 - 84 Years,53
2016,Total Age Specific Death Rate,85 Years & Over,108.2
2017,Male Age Specific Death Rate,Under 1 Year,2
2017,Male Age Specific Death Rate,1  -  4 Years,0.1
2017,Male Age Specific Death Rate,5  -  9 Years,0.1
2017,Male Age Specific Death Rate,10 - 14 Years,0.1
2017,Male Age Specific Death Rate,15 - 19 Years,0.3
2017,Male Age Specific Death Rate,20 - 24 Years,0.3
2017,Male Age Specific Death Rate,25 - 29 Years,0.3
2017,Male Age Specific Death Rate,30 - 34 Years,0.5
2017,Male Age Specific Death Rate,35 - 39 Years,0.7
2017,Male Age Specific Death Rate,40 - 44 Years,1.1
2017,Male Age Specific Death Rate,45 - 49 Years,1.7
2017,Male Age Specific Death Rate,50 - 54 Years,3.1
2017,Male Age Specific Death Rate,55 - 59 Years,4.8
2017,Male Age Specific Death Rate,60 - 64 Years,8.2
2017,Male Age Specific Death Rate,65 - 69 Years,12.9
2017,Male Age Specific Death Rate,70 - 74 Years,22.9
2017,Male Age Specific Death Rate,75 Years & Over,63.9
2017,Male Age Specific Death Rate,70 Years & Over,46.8
2017,Male Age Specific Death Rate,75 - 79 Years,37.4
2017,Male Age Specific Death Rate,80 - 84 Years,65.5
2017,Male Age Specific Death Rate,85 Years & Over,128.9
2017,Female Age Specific Death Rate,Under 1 Year,2.4
2017,Female Age Specific Death Rate,1  -  4 Years,0.1
2017,Female Age Specific Death Rate,5  -  9 Years,-
2017,Female Age Specific Death Rate,10 - 14 Years,0.1
2017,Female Age Specific Death Rate,15 - 19 Years,0.1
2017,Female Age Specific Death Rate,20 - 24 Years,0.1
2017,Female Age Specific Death Rate,25 - 29 Years,0.2
2017,Female Age Specific Death Rate,30 - 34 Years,0.3
2017,Female Age Specific Death Rate,35 - 39 Years,0.3
2017,Female Age Specific Death Rate,40 - 44 Years,0.5
2017,Female Age Specific Death Rate,45 - 49 Years,1.1
2017,Female Age Specific Death Rate,50 - 54 Years,2
2017,Female Age Specific Death Rate,55 - 59 Years,3
2017,Female Age Specific Death Rate,60 - 64 Years,4.5
2017,Female Age Specific Death Rate,65 - 69 Years,7
2017,Female Age Specific Death Rate,70 - 74 Years,11.6
2017,Female Age Specific Death Rate,75 Years & Over,50.7
2017,Female Age Specific Death Rate,70 Years & Over,36.8
2017,Female Age Specific Death Rate,75 - 79 Years,22.2
2017,Female Age Specific Death Rate,80 - 84 Years,45.4
2017,Female Age Specific Death Rate,85 Years & Over,103.4
2017,Total Age Specific Death Rate,Under 1 Year,2.2
2017,Total Age Specific Death Rate,1  -  4 Years,0.1
2017,Total Age Specific Death Rate,5  -  9 Years,-
2017,Total Age Specific Death Rate,10 - 14 Years,0.1
2017,Total Age Specific Death Rate,15 - 19 Years,0.2
2017,Total Age Specific Death Rate,20 - 24 Years,0.2
2017,Total Age Specific Death Rate,25 - 29 Years,0.3
2017,Total Age Specific Death Rate,30 - 34 Years,0.4
2017,Total Age Specific Death Rate,35 - 39 Years,0.5
2017,Total Age Specific Death Rate,40 - 44 Years,0.8
2017,Total Age Specific Death Rate,45 - 49 Years,1.4
2017,Total Age Specific Death Rate,50 - 54 Years,2.6
2017,Total Age Specific Death Rate,55 - 59 Years,3.9
2017,Total Age Specific Death Rate,60 - 64 Years,6.3
2017,Total Age Specific Death Rate,65 - 69 Years,9.9
2017,Total Age Specific Death Rate,70 - 74 Years,16.9
2017,Total Age Specific Death Rate,75 Years & Over,56.1
2017,Total Age Specific Death Rate,70 Years & Over,41.1
2017,Total Age Specific Death Rate,75 - 79 Years,28.9
2017,Total Age Specific Death Rate,80 - 84 Years,53.7
2017,Total Age Specific Death Rate,85 Years & Over,112.1
2018,Male Age Specific Death Rate,Under 1 Year,2.3
2018,Male Age Specific Death Rate,1  -  4 Years,0.1
2018,Male Age Specific Death Rate,5  -  9 Years,-
2018,Male Age Specific Death Rate,10 - 14 Years,0.1
2018,Male Age Specific Death Rate,15 - 19 Years,0.3
2018,Male Age Specific Death Rate,20 - 24 Years,0.4
2018,Male Age Specific Death Rate,25 - 29 Years,0.3
2018,Male Age Specific Death Rate,30 - 34 Years,0.5
2018,Male Age Specific Death Rate,35 - 39 Years,0.6
